LY,ND,TM,DYZZ,TXZZ,QBZZ,CBS,NFJM,FBSJ
省科学技术奖,2018,Synthesis of itaconic acid—sodium allysulfonate—sodium hypophosphite copolymer and evaluation of its scale and corrosion inhibition performance,刘振法,刘振法,刘振法；付浩林；张利辉；李海花；刘璇,Desalination and Water Treatment；SCI检索号WOS:000368690300006（JCR二区）,2016年57卷13期5740-5752页,
省科学技术奖,2018,Synthesis and characterization of carbon aerogel with different catalysts,闫美芳,刘振法,闫美芳；张利辉；何蕊；刘振法,Journal of porous materials; SCI检索号WOS:000353876100016（JCR二区）,2015年22卷3期699-703页,
省科学技术奖,2018,Carbon aerogels with modified pore structures as electrode materials for supercapacitors,翟作昭,刘振法,翟作昭；王莎莎；许跃龙；张利辉；闫美芳；刘振法,Journal of SolidState Electrochemistry；SCI检索号WOS:000416152500018（JCR二区）,2017年21卷12期3545-3555页,
省科学技术奖,2018,静电场对CaCO_3结晶过程的影响及与绿色阻垢剂的协同阻垢性能,李海花,李海花,李海花；刘振法；高玉华；张利辉；李晓辉,化工学报；EI检索号20132216383932,2013年64卷5期1736-1742页,
省科学技术奖,2018,镁离子对碳酸钙晶型影响研究,刘振法,刘振法,刘振法；闫美芳；张利辉；李海花,水处理技术；ISSN 1000-3770,2011年37卷10期60-61页,
省科学技术奖,2018,聚天冬氨酸的改性对阻垢分散性能的影响,高玉华,高玉华,高玉华；刘振法；田彩莉；李晓辉,工业水处理；ISSN 1005-829X,2010年30卷2期57-59页,
省科学技术奖,2018,新型智能供热计量控制系统,齐承英,,高俊茹；方立德；尹娟,暖通空调,2004年34卷10期103-105页,
省科学技术奖,2018,基于通/断式供热控制模式的热分摊技术,齐承英,,苗庆伟；杨华,暖通空调,2009年39卷5期36-42页,
省科学技术奖,2018,CANOPEN总线智能多路温度采集从站的研制,梁涛,,张江涛；孙鹤旭；范书瑞,仪表技术与传感器,2009年10期61-63页,
省科学技术奖,2018,基于通断时间面积法的热分摊技术的工程应用,齐承英,杨华,杨立新；陈丹；夏国强；胡建军；郑磊,暖通空调,2012年42卷5期73-77页,
省科学技术奖,2018,单热源供热系统燃气调峰热源设置的优化分析,孙春华,,齐承英；夏国强；闫丙宏,建筑科学,2010年26卷6期87-90页,
省科学技术奖,2018,分布式变频供热系统定零压差点运行调节特性,孙春华,齐承英,韩钊；贾萌,暖通空调,2015年45卷8期42-46页,
省科学技术奖,2018,Study of constellation design of pseudolites based on improved adaptive genetic algorithm,宋建材,薛桂香,侯春萍；马懋德,Journal of Communications,2016年11卷9期879-885页,
省科学技术奖,2018,Medium-term heat load prediction for an existing residential building based on a wireless on-off control system,顾吉浩,王进,齐承英；闵春华；Bengt,Energy,2018年152卷709-718页,
省科学技术奖,2018,Novel layered double hydroxide/oxide-coated nickel-based core-shell nanocomposites for benzonitrile selective hydrogenation: An interesting water switch.,曹迎迎,白国义,曹迎迎；牛立博；温昕；冯文慧；霍莉；白国义,Journal of Catalysis,2016年339卷9-13页,
省科学技术奖,2018,Controllable  fabrication of a novel porous Ni-alginate hybrid material for hydrogenation,乔贤亮,白国义,乔贤亮；牛立博；张慧玲；温昕；曹迎迎；白国义,Applied Catalysis B: Environmental,2017年218卷721-730页,
省科学技术奖,2018,Significant effect of base on the selectivity improvement in the hydrogenation of benzoic acid over NiZrB amorphous alloy supported on γ-Al2O3,温昕,白国义,温昕；曹迎迎；乔贤亮；牛立博；霍莉；白国义,Catalysis Science &amp; Technology,2015年5卷3281-3287页,
省科学技术奖,2018,Effects of the preparation methods on the performance of the Cu-Cr-Fe/γ-Al2O3 catalysts for the synthesis of 2-methylpiperazine,白国义,白国义,白国义；樊欣欣；王海龙；徐建中；何菲；宁慧森,Catalysis Communications,2009年10卷2031-2035页,
省科学技术奖,2018,"Selective synthesis of cis-2,6-dimethylpiperazine catalyzed by a Cu-Cr-Fe/γ-Al2O3 catalyst",白国义,陈立功,白国义；陈立功；李阳   ； 闫喜龙； 何菲；邢鹏；曾涛,Applied Catalysis A: General,2004年277卷253-258页,
省科学技术奖,2018,分子间醇的催化胺化反应的铜基催化剂的筛选与表征,白国义,,白国义；陈华；陈立功；李阳；闫喜龙,现代化工,2006年26卷33-35页,
省科学技术奖,2018,Continuous synthesis of bis(indolyl)phenylmethane over acid modified Hβ zeolite,白国义,白国义,白国义；马争；石领娟；兰兴旺；王亚龙；韩捷；仇满德；付海龙；刘培德,Applied Catalysis A: General,2012年427卷114-118页,
省科学技术奖,2018,Microwave-assisted Friedel-Crafts acylation of indole with acetic anhydride over tungstophosphoric acid modified Hβ zeolite,白国义,白国义,白国义；李天宇；杨永会；张欢欢；兰兴旺；李飞；韩捷；马争；陈庆芝；陈国锋,Catalysis Communications,2012年29卷114-117页,
省科学技术奖,2018,细粒含量对粗粒土冻胀特性影响的试验研究,王天亮,,王天亮；岳祖润,岩土力学,2013年34卷02期359-364页,
省科学技术奖,2018,Effects of cement content and grain-size composition on engineering properties of high-speed-railway macadam subgrade,王天亮,王天亮,王天亮；王海航；宋宏芳；岳祖润；郭卓豪,Cold Regions Science and Technology,2018年145期21-31页,
省科学技术奖,2018,An experimental study on the frost heave properties of coarse grained soils,王天亮,王天亮,王天亮；岳祖润；马超；吴镇,Transportation Geotechnics,2014年1卷3期137-144页,
省科学技术奖,2018,严寒地区客专路堤阴阳面地温及变形差异分析,邰博文,刘建坤,邰博文；岳祖润；刘建坤；沈宇鹏；田亚护；房建宏,铁道学报,2017年39卷03期82-89页,
省科学技术奖,2018,冻融对AS型固化剂改良土工程特性的影响,王天亮,,王天亮；张丽玲；刘尧军；卜建清,土木建筑与环境工程,2012年34卷5期109-115页,
省科学技术奖,2018,击实频率对粗粒土干密度的影响研究,杨志浩,,杨志浩；岳祖润；郭春阳,铁道建筑,2014年07期110-112页,
省科学技术奖,2018,多次冻融条件下土体的融沉性质研究,王天亮,卜建清,王天亮；卜建清；王扬；徐磊；严晗,岩土工程学报,2014年36卷4期625-632页,
省科学技术奖,2018,冻融作用下石灰土填料的力学特性研究,王天亮,,王天亮；王扬；刘建坤,铁道学报,2014年36卷2期109-115页,
省科学技术奖,2018,基于基本顶断裂位置的综放窄煤柱煤巷非对称支护技术研究,殷帅峰,殷帅峰,殷帅峰；程根银；何富连；谢福星；单耀,岩石力学与工程学报、ISSN1000-6915,2016年35卷增1期3162-3174页,
省科学技术奖,2018,基于煤体微裂隙演化进程的综放窄煤柱煤巷非对称支护研究,殷帅峰,殷帅峰,殷帅峰；何富连；程根银；赵勇强,采矿与安全工程学报、ISSN:1673-3363,2016年33卷3期444-451页,
省科学技术奖,2018,高预紧力桁架锚索与单体锚索平行布置支护原理及应用,殷帅峰,殷帅峰,殷帅峰；蔡卫；何富连；田多；师皓宇,中国矿业大学学报、ISSN:1000-1964,2014年43卷5期823-830页,
省科学技术奖,2018,基于剪应变损伤过程的综放窄煤柱煤巷非对称支护研究,殷帅峰,殷帅峰,殷帅峰；何富连；田多；赵勇强,采矿与安全工程学报、ISSN:1673-3363,2016年33卷5期813-818页,
省科学技术奖,2018,大采高综放工作面煤壁片帮机理与控制,殷帅峰,殷帅峰,殷帅峰；何富连,冶金工业出版社,2016年,
省科学技术奖,2018,大断面采动剧烈影响煤巷变形破坏机制与控制技术,何富连,张广超,何富连；张广超,采矿与安全工程学报、ISSN:1673-3363,2016年33卷3期423-430页,
省科学技术奖,2018,深部高水平构造应力巷道围岩稳定性分析及控制,何富连,张广超,何富连；张广超,中国矿业大学学报、ISSN:1000-1964,2015年44卷3期466-476页,
省科学技术奖,2018,厚煤顶开切眼围岩稳定性及其锚索合理构型研究,何富连,何富连,何富连；薄云山；徐祝贺；李二鹏；许磊；李通达,采矿与安全工程学报、ISSN:1673-3363,2015年32卷2期233-239页,
省科学技术奖,2018,基于数据规则化和稀疏反演的三维表面多次波压制方法,方云峰,方云峰,方云峰；聂红梅；张丽梅；唐博文；王增波,地球物理学报,2016年9卷2期673-681页,
省科学技术奖,2018,转换波Kirchhoff叠前时间偏移的成像优化方案,岳玉波,岳玉波,岳玉波；李振春；钱忠平；孙鹏远；杨雪霖；薛贵仁,地球物理学报,2018年61卷3期1188-1195页,
省科学技术奖,2018,混合法Q吸收补偿,王文闯,王文闯,王文闯；李合群,石油地球物理勘探,2012年47卷2期244-248页,
省科学技术奖,2018,大规模异构集群上Kirchhoff叠前时间偏移并行算法,赵长海,赵长海,赵长海；罗国安；张旭东；王狮虎；张建磊；王成祥,石油地球物理勘探,2016年51卷5期1010-1048页,
省科学技术奖,2018,高度可扩展的3D叠前Kirchhoff时间偏移并行算法,赵长海,赵长海,赵长海；王狮虎；罗国安；文佳敏；张建磊,计算机研究与发展,2015年52卷4期869-878页,
省科学技术奖,2018,优化多次波贡献道集求和孔径压制三维表面多次波,方云峰,方云峰,方云峰；柯本喜；李鹏；聂红梅；李晚东,石油地球物理勘探,2015年50卷5期848-853页,
省科学技术奖,2018,Phase-driven deghosting of slanted and horizontal streamer data,周铮铮,周铮铮,周铮铮；马光凯,第86届SEG年会,2016年4756-4760页,
省科学技术奖,2018,Discussion on key factors of PS-wave Kirchhoff time migration,岳玉波,岳玉波,岳玉波；钱忠平；史云燕,第85届SEG年会,2015年2195-2199页,
省科学技术奖,2018,Quantitative Detection of Cracks in Steel Using Eddy Current Pulsed Thermography.,师占群,甄冬,师占群；徐晓玉；马姣姣；甄冬；张浩,Sensors,2018年18卷4期1070页,
省科学技术奖,2018,Combustion Noise Analysis for Combustion and Fuels Diagnosis of a Compression Ignition Diesel Engine Operating with Biodiesels.,甄冬,甄冬,甄冬；宋中越；师占群；谷丰收,Combustion Science and Technology,2015年187卷12期1974页,
省科学技术奖,2018,A Novel Method to Improve the Resolution of Envelope Spectrum for Bearing Fault Diagnosis Based on a Wireless Sensor,冯国金,谷丰收,甄冬；田祥娥,Vibration Engineering and Technology of Machinery,2015年0卷0期765页,
省科学技术奖,2018,Acoustic measurements for the combustion diagnosis of diesel engines fuelled with biodiesels,甄冬,谷丰收,甄冬,Measurement Science and Technology,2013年24卷5期,
省科学技术奖,2018,"Fault diagnosis of motor drives using stator current signal analysis based on dynamic time warping, Mechanical Systems and Signal Processing",甄冬,甄冬,王铁；谷丰收,Mechanical Systems and Signal Processing,2013年34卷1期191页,
省科学技术奖,2018,Phase-compensation-based dynamic time warping for fault diagnosis using the motor current signal,甄冬,甄冬,赵洪亮；谷丰收,Measurement Science and Technology,2012年23卷5期,
省科学技术奖,2018,基于SCADA数据分析的风机变桨故障诊断,王卫娜,张磊,甄冬；张琨,自动化与仪表,2016年,
省科学技术奖,2018,风力发电的技术问题与探讨,吴士华,吴士华,武静,防护工程,2018年,
省科学技术奖,2018,Simultaneous removal of NO and Hg0 over Ce-Cu modified V2O5/TiO2 based commercial SCR catalysts,池桂龙,沈伯雄,池桂龙；沈伯雄；于冉冉；何川；张笑,Journal of Hazardous Materials,2017年330卷83-92页,
省科学技术奖,2018,The behaviors of V2O5&ndash;WO3/TiO2 loaded on ceramic surfaces for NH3&ndash;SCR,沈伯雄,沈伯雄,沈伯雄；王夫美；赵斌；李永旺；王荫荫,Journal of Industrial and Engineering Chemistry,2016年33卷262-269页,
省科学技术奖,2018,Adsorption and Oxidation of Elemental Mercury over Ce-MnOx/TiPILCs,何川,沈伯雄,何川；沈伯雄；陈建宏；蔡记,Environmental Science &amp; Technology,2014年48卷4891-4898页,
省科学技术奖,2018,Simultaneous Removal of NO and Hg0 from Flue Gas over Mn&minus;Ce/TiPILCs,王荫荫,沈伯雄,王荫荫；沈伯雄；何川；岳时吉；王夫美,Environmental Science &amp; Technology,2015年49卷9355-9363页,
省科学技术奖,2018,The effect of Ce&ndash;Zr on NH3-SCR activity over MnOx(0.6)/Ce0.5Zr0.5O2 at low temperature,沈伯雄,沈伯雄,沈伯雄；王荫荫；王夫美；刘亭,Chemical Engineering Journal,2014年236卷171-180页,
省科学技术奖,2018,A contrastive study of the introduction of cobalt as a modifier for active components and supports of catalysts for NH3-SCR,张晓鹏,沈伯雄,张晓鹏；沈伯雄；王凯；陈建宏,Journal of Industrial and Engineering Chemistry,2013年19卷1272-1279页,
省科学技术奖,2018,The mechanism of sulfur component in pyrolyzed char from waste tire on the elemental mercury removal,李国良,沈伯雄,李国良；沈伯雄；鲁锋,Chemical Engineering Journal,2015年273卷446-454页,
省科学技术奖,2018,Comparative study of element mercury removal by three bio-chars from various solid wastes,李国良,沈伯雄,李国良；沈伯雄；王壹；岳时吉；喜银桥；安敏德；任凯阔,Fuel,2015年145卷189-195页,
省科学技术奖,2018,Saltatory rolling cicle amplification (SRCA): a novel nucleic acid isothermal amplification technique applied for rapid detection of Shigella spp. in vegetable salad,王志岩；杨倩,张伟,王志岩；杨倩；张蕴哲；孟兆祥；马晓燕；张伟,Food analytical methods (JCR二区),2018年11卷2期504-513页,
省科学技术奖,2018,A novel developed method based on single primer isothermal amplification for rapid detection of Alicyclobacillus acidoterrestris in apple juice,杨粤；杨倩,张伟,杨粤；杨倩；马晓燕；张蕴哲；张先舟；张伟,Food control (JCR二区),2017年75卷187-195页,
省科学技术奖,2018,Development of a quantitative fluorescence single primer isothermal amplification-based method for the detection of Salmonella,王建昌,李静,王建昌；李瑞；胡连霞；孙晓霞；王金凤；李静,International journal of food microbiology (JCR二区),2016年219卷22-27页,
